"OmittedPath","KeptPath","Bytes","SHA256"
"单片机课程设计3/循迹小车/循迹小车/keilkilll.bat","单片机课程设计3/循迹小车/keilkilll.bat","399","77C33184DD517BD3EB31C9E54B96F2810E70ECC9CAFEDB0487E3CD1E666E5A83"
"单片机课程设计3/液晶温度计/液晶温度计/数字温度计1.docx","单片机课程设计3/液晶温度计/数字温度计1.docx","678052","AA7D658F8DD4CC2B88CD82BD26FBC01281DE025EC791F53ABBD6CE6DB25FE5CB"
"单片机课程设计/交通灯完美附件/1-c程序/STARTUP.A51","单片机课程设计3/里程表/程序/STARTUP.A51","6376","0298D03E409C9ECB60DA335AEC3D7A3EEE98762C3EFD9DD12EAB7612C7104011"
"单片机课程设计2/数字频率计/程序/main_uvproj.bak","单片机课程设计/基于单片机的跳舞机器人/跳舞机器人.c","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"单片机课程设计/GP2D12仿真文件/gp05/27_Uv2.Bak","单片机课程设计/基于单片机的跳舞机器人/跳舞机器人.c","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"单片机课程设计3/循迹小车/USER（程序）/STARTUP.A51","单片机课程设计3/里程表/程序/STARTUP.A51","6376","0298D03E409C9ECB60DA335AEC3D7A3EEE98762C3EFD9DD12EAB7612C7104011"
"单片机课程设计3/液晶温度计/液晶温度计/数字温度计 -3.docx","单片机课程设计3/液晶温度计/数字温度计 -3.docx","632638","1A412F37209B17DED22110214DC22C04AB0136A52C52ECEED649FD32DA63B3A2"
"单片机课程设计/GP2D12仿真文件/gp05/STARTUP.A51","单片机课程设计3/里程表/程序/STARTUP.A51","6376","0298D03E409C9ECB60DA335AEC3D7A3EEE98762C3EFD9DD12EAB7612C7104011"
"单片机课程设计/基于单片机的简易电子琴/应用实例3  简易电子琴/电子琴","单片机课程设计/电子琴程序/应用实例3  简易电子琴/电子琴","7499","08AF0C9B5E137BAB64F8E351C2806C04C952B7C77FC18FA9EE6178C9E8855AC8"
"单片机课程设计3/循迹小车/循迹小车（修改）/keilkilll.bat","单片机课程设计3/循迹小车/keilkilll.bat","399","77C33184DD517BD3EB31C9E54B96F2810E70ECC9CAFEDB0487E3CD1E666E5A83"
"单片机课程设计3/液晶温度计/液晶温度计/DS18B20-LCD.lnp","单片机课程设计3/液晶温度计/DS18B20-LCD.lnp","54","FA6E92F631735021EA75112B64AB7A0B5C15DCE535C450008E4B6E0A83F18916"
"单片机课程设计3/语音计算器全部资料/0-使用前必看/使用前必看.jpg","单片机课程设计/基于单片机的煤气火灾检测报警系统设计/使用前必看.jpg","449966","5825ED7C1C3E6DFDA5371AC9FFB9C7E3AA021636EF57D05493DAD29E651A2720"
"单片机课程设计3/语音计算器全部资料/3-视频讲解/最小系统介绍.txt","单片机课程设计/交通灯完美附件/3-视频讲解/最小系统介绍.txt","121","230FDC5EEB1458AF3F763CF70C63F9328489CA4FD80DDE653BB5E5C154475B73"
"单片机课程设计3/语音计算器全部资料/5-仿真/4仿真中最小系统.txt","单片机课程设计/交通灯完美附件/3-视频讲解/仿真中最小系统.txt","119","BF87CE642335903300DD80469EBFC700B402965020940560D62F666D33F95C02"
"单片机课程设计/基于单片机的智能交通灯设计/交通灯3/程序打开方法.txt","单片机课程设计/基于单片机的智能热水器控制系统设计资料/注意：程序打开方法.txt","107","232A72AB3F4431E562DDB34B48C24E596DA751547A6C93E2F8E4FD8B7EB9ECE9"
"单片机课程设计/基于单片机的智能路灯系统设计/程序/STARTUP.A51","单片机课程设计3/里程表/程序/STARTUP.A51","6376","0298D03E409C9ECB60DA335AEC3D7A3EEE98762C3EFD9DD12EAB7612C7104011"
"单片机课程设计2/人体红外感应防盗系统/人体红外感应防盗系统/教程.doc","单片机课程设计2/人体红外感应防盗系统/教程.doc","4693190","63BDB9AAE5F514A3800EF626E13D004ED3F2D459DC775A4C223FDA8B61C801BC"
"单片机课程设计3/循迹小车/循迹小车/Last Loaded 循迹.DBK","单片机课程设计3/循迹小车/Last Loaded 循迹.DBK","119998","BE3AC442E5332693CEC1CA31E7C5C44D2BE20B586838A85DD920F7D219ACC990"
"单片机课程设计3/语音计算器全部资料/3-视频讲解/仿真中最小系统.txt","单片机课程设计/交通灯完美附件/3-视频讲解/仿真中最小系统.txt","119","BF87CE642335903300DD80469EBFC700B402965020940560D62F666D33F95C02"
"单片机设计实例350例/单片机实例（350例）/251-秒表/秒表.hex","单片机设计实例350例/单片机实例（350例）/202-秒表/秒表.hex","943","09BE4ADB939E0416095F0B7F750CE680799EC0B69294A9654DDEDCE174D131EA"
"单片机课程设计/电子琴程序/应用实例3  简易电子琴/电子琴_Uv2.Bak","单片机课程设计/基于单片机的跳舞机器人/跳舞机器人.c","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"单片机课程设计/电子琴程序/应用实例3  简易电子琴/STARTUP.A51","单片机课程设计3/里程表/程序/STARTUP.A51","6376","0298D03E409C9ECB60DA335AEC3D7A3EEE98762C3EFD9DD12EAB7612C7104011"
"单片机课程设计/基于单片机的简易电子琴/应用实例3  简易电子琴/MCU.c","单片机课程设计/电子琴程序/应用实例3  简易电子琴/MCU.c","4388","7194F57C8830A594CAFEB7F401D2975F1E63C18431E01BB851F1152136E863F3"
"单片机课程设计/基于单片机的自行车里程表设计/源程序/STARTUP.A51","单片机课程设计3/里程表/程序/STARTUP.A51","6376","0298D03E409C9ECB60DA335AEC3D7A3EEE98762C3EFD9DD12EAB7612C7104011"
"单片机课程设计/计算器/计算器带括号小数点/new51jdq_Uv2.Bak","单片机课程设计/基于单片机的跳舞机器人/跳舞机器人.c","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"单片机课程设计/基于单片机的智能电子密码锁/程序+仿真/STARTUP.A51","单片机课程设计3/里程表/程序/STARTUP.A51","6376","0298D03E409C9ECB60DA335AEC3D7A3EEE98762C3EFD9DD12EAB7612C7104011"
"单片机课程设计3/里程表/仿真 自行车里程表图/自行车简易数字里程表2.SDF","单片机课程设计/基于单片机的跳舞机器人/跳舞机器人.c","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"单片机课程设计3/液晶温度计/液晶温度计/DS18B20-LCD.uvproj","单片机课程设计3/液晶温度计/DS18B20-LCD.uvproj","13246","652A678C36227CB83ADCAA9D9FB3DB93FBF96E53BD5D7C491AEC5FD1837A85ED"
"单片机设计实例350例/单片机实例（350例）/189-直流电机调速/电机调速","单片机设计实例350例/单片机实例（350例）/185-直流电机调速/电机调速","3270","7D47E4BDA212153E166350334DD9F29DC1D5B39AF6427E7F7D937D60FF25B024"
"单片机课程设计/基于51单片机的多功能时钟温度计/3-产品PCB/原理图.doc","单片机课程设计/基于51单片机的多功能时钟温度计/2-原理图/原理图.doc","43008","F5A18D6D27ABB21A914A96E717B293A1EABDF516AB7A4479208DF9F460EBBD48"
"单片机课程设计/基于51单片机的多功能时钟温度计/4-仿真文件/Pro1.DSN","单片机课程设计/基于51单片机的多功能时钟温度计/1-程序/Pro1.DSN","99647","5CCB3CC425DC57E4BEEE1DC12DE74E147DF626CA8D3FBEA23BD898A3C6A733CC"
"单片机课程设计/基于51单片机的多功能时钟温度计/4-仿真文件/Pro1.PWI","单片机课程设计/基于51单片机的多功能时钟温度计/1-程序/Pro1.PWI","1507","0C7D2E9898EBF4B6EEA71AFD5B9807F2CC1A747D465C5B82C84B259F3ED10091"
"单片机课程设计/基于单片机的波形发生器/基于单片机的波形发生器/实训报告.doc","单片机课程设计/基于单片机的波形发生器/实训报告.doc","3491328","5FD770D645401D7473F4A0B72D340A5EFB99B1DE3C430BA3AD856DBDF601832F"
"单片机课程设计/基于单片机的简易电子琴/应用实例3  简易电子琴/电子琴.DSN","单片机课程设计/电子琴程序/应用实例3  简易电子琴/电子琴.DSN","95987","2B89694929C2DD5FC70EFAAD0C6C86F2897BDB235D63E1A4D64A35C2E6CF90BA"
"单片机课程设计/基于单片机的简易电子琴/应用实例3  简易电子琴/电子琴.hex","单片机课程设计/电子琴程序/应用实例3  简易电子琴/电子琴.hex","1526","234C5E478719C86347FD0DE97F89EFE20E2127745C9CF4263572C8155EC0483A"
"单片机课程设计/基于单片机的简易电子琴/应用实例3  简易电子琴/电子琴.lnp","单片机课程设计/电子琴程序/应用实例3  简易电子琴/电子琴.lnp","57","E1E8148EDD7C6215AC8E3D82C226A2A216864ACD2F5588B5E221B949B5D20360"
"单片机课程设计/基于单片机的简易电子琴/应用实例3  简易电子琴/电子琴.M51","单片机课程设计/电子琴程序/应用实例3  简易电子琴/电子琴.M51","9847","BA6C0D89C8B587BDED26A9628619E5EF85E65E351755B931E82139E1763DCEDF"
"单片机课程设计/基于单片机的简易电子琴/应用实例3  简易电子琴/电子琴.plg","单片机课程设计/电子琴程序/应用实例3  简易电子琴/电子琴.plg","222","0DA724BA76AD8231305EA9CDD6EEC147D61CCDC48FBEDADAC092CB58CF267A5C"
"单片机课程设计/基于单片机的简易电子琴/应用实例3  简易电子琴/电子琴.PWI","单片机课程设计/电子琴程序/应用实例3  简易电子琴/电子琴.PWI","768","E5C996F248D89C28302B787AD2DFD2D98F9D91D819AD2586CD14FA4CF0A94116"
"单片机课程设计/基于单片机的简易电子琴/应用实例3  简易电子琴/MCU.LST","单片机课程设计/电子琴程序/应用实例3  简易电子琴/MCU.LST","7901","E22C8E11D064A3592E3DD42FC698C0D7507C6A9144A4BF593110015D7EA51620"
"单片机课程设计/基于单片机的简易电子琴/应用实例3  简易电子琴/MCU.OBJ","单片机课程设计/电子琴程序/应用实例3  简易电子琴/MCU.OBJ","7905","FCB83FB7DE4F93EE4D2866007552D9738C5D13ACFBFC605C7CCA091D5CC31114"
"单片机课程设计3/循迹小车/循迹小车/Last Loaded 循迹.pdsbak","单片机课程设计3/循迹小车/Last Loaded 循迹.pdsbak","23065","303F850ED3AA88E904A74B616BCB4EE40E40878B998F342358BC0A2B1274B523"
"单片机设计实例350例/单片机实例（350例）/150-综合测试程序/i2c.h","单片机设计实例350例/单片机实例（350例）/135-自动调光测试/i2c.h","4095","77B91725D1783FC50C0DD59498388F66321821E946C4BEF856CF0FF77EDED41A"
"单片机设计实例350例/单片机实例（350例）/156-流水灯B/流水灯.lnp","单片机设计实例350例/单片机实例（350例）/154-流水灯A/流水灯.lnp","60","24E902DB42CA08F3ADC25C3EAC263DDC2614F4D94D6BBA1F9AB74A84146EB41F"
"单片机设计实例350例/单片机实例（350例）/156-流水灯B/流水灯.Uv2","单片机设计实例350例/单片机实例（350例）/154-流水灯A/流水灯.Uv2","2150","EDC5F9DE943B46C3C897DCE596F044DA70345DD476F93E2765141B43739A624E"
"单片机设计实例350例/单片机实例（350例）/205-彩屏图片显示/LCD.H","单片机设计实例350例/单片机实例（350例）/204-彩屏控制/LCD.H","4964","AF714769181CC51959567EFF53F5D504F18F4BA24B07F7E9C1500B01D59852D3"
"单片机设计实例350例/单片机实例（350例）/268-功能感受/ex1.PWI","单片机设计实例350例/单片机实例（350例）/269-流水登/ex2.PWI","653","9A557DFC46436701B532C391681BDF02822196144192D6AB4113FD3CC4B387BE"
"单片机课程设计/基于单片机的智能路灯系统设计/程序/智能路灯_uvproj.bak","单片机课程设计/基于单片机的跳舞机器人/跳舞机器人.c","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"单片机课程设计/基于单片机浴室窗帘控制系统/仿真-程序/ly_uvproj.bak","单片机课程设计/基于单片机的跳舞机器人/跳舞机器人.c","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"单片机课程设计2/数字频率计/仿真图/Backup Of 数字频率计.pdsbak","单片机课程设计2/数字频率计/仿真图/数字频率计.pdsprj","31221","41C98378F6F6B0D139433FBCEE95AA786E3DAFC9B3C66C206CCB134031A17F8F"
"单片机课程设计3/循迹小车/循迹小车（修改）/Last Loaded 循迹.DBK","单片机课程设计3/循迹小车/Last Loaded 循迹.DBK","119998","BE3AC442E5332693CEC1CA31E7C5C44D2BE20B586838A85DD920F7D219ACC990"
"单片机课程设计3/液晶温度计/液晶温度计/Backup Of 温度计.pdsbak","单片机课程设计3/液晶温度计/Backup Of 温度计.pdsbak","19619","735F73C7C91B8D67F965EFA0F60CB57C96ECF61CFB10130A70E801343576F1B5"
"单片机设计实例350例/单片机实例（350例）/140-外部频率测试/1602.c","单片机设计实例350例/单片机实例（350例）/143-实用密码锁/1602.c","2904","7A9C5F02BAE520183AC58ECECD2E02BAF5990F532A8A17DA5073F4DA92FD7FE9"
"单片机设计实例350例/单片机实例（350例）/140-外部频率测试/1602.h","单片机设计实例350例/单片机实例（350例）/143-实用密码锁/1602.h","769","203563E44DC97C5332D6D1DFE1C2FFC4170061B44D57B3E28B0E5107438DF0DF"
"单片机设计实例350例/单片机实例（350例）/143-实用密码锁/delay.c","单片机设计实例350例/单片机实例（350例）/113-串口通讯/delay.c","738","48C3F0A84623856D084B573114DAF46CA32A217811438B637F4192F6632BCDB9"
"单片机设计实例350例/单片机实例（350例）/143-实用密码锁/delay.h","单片机设计实例350例/单片机实例（350例）/113-串口通讯/delay.h","654","29081F82669169FF3A75C33D34FE8F1A3286904E7CE259D68835CF72AD585E2F"
"单片机设计实例350例/单片机实例（350例）/189-直流电机调速/电机调速.c","单片机设计实例350例/单片机实例（350例）/185-直流电机调速/电机调速.c","2073","E79D115447CF8ECB45D3B97904216AA5D8A11C78300B4638DFBEF7B2407318B5"
"单片机设计实例350例/单片机实例（350例）/251-秒表/秒表_Uv2.Bak","单片机课程设计/基于单片机的跳舞机器人/跳舞机器人.c","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"单片机设计实例350例/单片机实例（350例）/38-数码管右移1/数码管右移.c","单片机设计实例350例/单片机实例（350例）/38-数码管右移/数码管右移.c","2650","64E1C360834C72634AD4E6FE02462B7613EB71FE4BFA0D67D7889CC47A3E5543"
"单片机课程设计/基于51单片机的智能窗设计/27--使用前必读/程序打开方法.txt","单片机课程设计/基于单片机的智能热水器控制系统设计资料/注意：程序打开方法.txt","107","232A72AB3F4431E562DDB34B48C24E596DA751547A6C93E2F8E4FD8B7EB9ECE9"
"单片机课程设计/基于单片机的波形发生器/基于单片机的波形发生器/实训预设计.docx","单片机课程设计/基于单片机的波形发生器/实训预设计.docx","116973","730549660FE0A302078B924ED085A4E0973B364F9083C018D1FC9558E03E038B"
"单片机课程设计/基于单片机的大棚温控系统/2-源代码/test_uvproj.bak","单片机课程设计/基于单片机的跳舞机器人/跳舞机器人.c","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"单片机课程设计/基于单片机的简易电子琴/应用实例3  简易电子琴/电子琴.uvopt","单片机课程设计/电子琴程序/应用实例3  简易电子琴/电子琴.uvopt","56277","A6A88E13F94D2914F78E798A7902F0E020CFDBC3852915D0D5A5325261D78D61"
"单片机设计实例350例/单片机实例（350例）/125-超温报警测试/delay.c","单片机设计实例350例/单片机实例（350例）/113-串口通讯/delay.c","738","48C3F0A84623856D084B573114DAF46CA32A217811438B637F4192F6632BCDB9"
"单片机设计实例350例/单片机实例（350例）/125-超温报警测试/delay.h","单片机设计实例350例/单片机实例（350例）/113-串口通讯/delay.h","654","29081F82669169FF3A75C33D34FE8F1A3286904E7CE259D68835CF72AD585E2F"
"单片机设计实例350例/单片机实例（350例）/135-自动调光测试/delay.c","单片机设计实例350例/单片机实例（350例）/113-串口通讯/delay.c","738","48C3F0A84623856D084B573114DAF46CA32A217811438B637F4192F6632BCDB9"
"单片机设计实例350例/单片机实例（350例）/135-自动调光测试/delay.h","单片机设计实例350例/单片机实例（350例）/113-串口通讯/delay.h","654","29081F82669169FF3A75C33D34FE8F1A3286904E7CE259D68835CF72AD585E2F"
"单片机设计实例350例/单片机实例（350例）/140-外部频率测试/delay.c","单片机设计实例350例/单片机实例（350例）/113-串口通讯/delay.c","738","48C3F0A84623856D084B573114DAF46CA32A217811438B637F4192F6632BCDB9"
"单片机设计实例350例/单片机实例（350例）/140-外部频率测试/delay.h","单片机设计实例350例/单片机实例（350例）/113-串口通讯/delay.h","654","29081F82669169FF3A75C33D34FE8F1A3286904E7CE259D68835CF72AD585E2F"
"单片机设计实例350例/单片机实例（350例）/150-综合测试程序/delay.c","单片机设计实例350例/单片机实例（350例）/113-串口通讯/delay.c","738","48C3F0A84623856D084B573114DAF46CA32A217811438B637F4192F6632BCDB9"
"单片机设计实例350例/单片机实例（350例）/150-综合测试程序/delay.h","单片机设计实例350例/单片机实例（350例）/113-串口通讯/delay.h","654","29081F82669169FF3A75C33D34FE8F1A3286904E7CE259D68835CF72AD585E2F"
"单片机设计实例350例/单片机实例（350例）/257-普通定时器时钟/时钟.Uv2","单片机设计实例350例/单片机实例（350例）/203-普通定时器时钟/时钟.Uv2","1990","B8BFC88CD1B1069E62CBDE3F05E7A838BD89463048FB6C6DDF6C2A23E3D60E29"
"单片机课程设计/基于单片机的大棚温控系统/基于单片机的大棚温控系统/1-电路图.rar","单片机课程设计/基于单片机的大棚温控系统/1-电路图.rar","200443","F9A6BA56BB4A628AE873FD7FF4FB5FC082178D9D15DC158C7C9F0108DDA7EBBF"
"单片机课程设计/基于单片机的大棚温控系统/基于单片机的大棚温控系统/2-源代码.rar","单片机课程设计/基于单片机的大棚温控系统/2-源代码.rar","33713","3E07B0BD0A329B5297CC29EE7D8573ED89E315F85460B0C82C6F9D336DDE564B"
"单片机课程设计/基于单片机的简易电子琴/应用实例3  简易电子琴/电子琴.pdsprj","单片机课程设计/电子琴程序/应用实例3  简易电子琴/电子琴.pdsprj","18163","9D6DA29F8F9777510D9CCDEA57BB093C615890BB9A74966E27442D976582FF15"
"单片机课程设计/基于单片机的简易电子琴/应用实例3  简易电子琴/电子琴.uvproj","单片机课程设计/电子琴程序/应用实例3  简易电子琴/电子琴.uvproj","13402","288C5D94D504B9F8F17196171A4A62246E8BC58C5D1E1D16AA9B564BC7C373A5"
"单片机课程设计3/液晶温度计/液晶温度计/DS18B20-LCD_uvproj.bak","单片机课程设计3/液晶温度计/DS18B20-LCD_uvproj.bak","13247","A9860A9EAE38886052B4E1CB66E6750097331455C62A204A525F041C0F1F5986"
"单片机设计实例350例/单片机实例（350例）/189-直流电机调速/电机调速.hex","单片机设计实例350例/单片机实例（350例）/185-直流电机调速/电机调速.hex","553","BC7A18D0797F0AE4C114B39B8338FB4BDB9E1111962694F802FB17084B2280EB"
"单片机设计实例350例/单片机实例（350例）/189-直流电机调速/电机调速.lnp","单片机设计实例350例/单片机实例（350例）/185-直流电机调速/电机调速.lnp","48","152F88A0B365F501AB37AB24CC4CF9E283246BA602035278FE95DB9AF0D90680"
"单片机设计实例350例/单片机实例（350例）/189-直流电机调速/电机调速.LST","单片机设计实例350例/单片机实例（350例）/185-直流电机调速/电机调速.LST","4974","5CEFE814565CE421748752A2F2F3F7B58AD4FAF9952106D111F5C1C8B7E3CB70"
"单片机设计实例350例/单片机实例（350例）/189-直流电机调速/电机调速.M51","单片机设计实例350例/单片机实例（350例）/185-直流电机调速/电机调速.M51","5630","FD5E24B8748476EB030D3FD185D77D2B3D0247FE437FE7639BBCDCC0C3AA7606"
"单片机设计实例350例/单片机实例（350例）/189-直流电机调速/电机调速.OBJ","单片机设计实例350例/单片机实例（350例）/185-直流电机调速/电机调速.OBJ","3635","7BD21B7917098332B147047904F51E0C2B78198DED4DB47A44D5D909F78619A6"
"单片机设计实例350例/单片机实例（350例）/189-直流电机调速/电机调速.Opt","单片机设计实例350例/单片机实例（350例）/185-直流电机调速/电机调速.Opt","1193","E2F11335A489436FD5558DAA5FE485F96000E46D185794AAFC604E9A330D7738"
"单片机设计实例350例/单片机实例（350例）/189-直流电机调速/电机调速.plg","单片机设计实例350例/单片机实例（350例）/185-直流电机调速/电机调速.plg","1775","5E62781AD57DAFC52389F6FB343F3723BC7F0184E8106538CF4370421F98693D"
"单片机设计实例350例/单片机实例（350例）/189-直流电机调速/电机调速.Uv2","单片机设计实例350例/单片机实例（350例）/185-直流电机调速/电机调速.Uv2","2110","F52C8949CAE00596135E211A2F8D64DAC168F9E79B75B37E9D8E023B9F2B4858"
"单片机设计实例350例/单片机实例（350例）/224-独立按键去抖动/key.Uv2","单片机设计实例350例/单片机实例（350例）/223-独立按键/key.Uv2","2005","D1F787F84AB71AB5DC69835102688D758E0224C1E3231D3B21B8ACB0788873AF"
"单片机设计实例350例/单片机实例（350例）/246-抢答器/抢答器_Uv2.Bak","单片机课程设计/基于单片机的跳舞机器人/跳舞机器人.c","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"单片机设计实例350例/单片机实例（350例）/38-数码管右移1/数码管右移.Opt","单片机设计实例350例/单片机实例（350例）/38-数码管右移/数码管右移.Opt","1032","055131F1B595C9C2DE3A0FAE886A1914EAE6E5AB57DCEB12ED695C4562238990"
"单片机设计实例350例/单片机实例（350例）/38-数码管右移1/数码管右移.plg","单片机设计实例350例/单片机实例（350例）/38-数码管右移/数码管右移.plg","174","DC6158E5129BC8014F0727D05CC6DFB6A18A08F40B499989EA04D20D9D8D27DF"
"单片机设计实例350例/单片机实例（350例）/38-数码管右移1/数码管右移.Uv2","单片机设计实例350例/单片机实例（350例）/38-数码管右移/数码管右移.Uv2","2016","7334CA961A9DC85F1B2EB2AC665AA36EA7D951BCF7BE19739A0D829A068BBC50"
"单片机课程设计/基于单片机的简易电子琴/应用实例3  简易电子琴/电子琴_Opt.Bak","单片机课程设计/电子琴程序/应用实例3  简易电子琴/电子琴_Opt.Bak","1015","D0DBE1D55CD59E68FF8310C1EEE9F8F6B3AF74B30E917AD270E502C03703E7A3"
"单片机课程设计/基于单片机的简易电子琴/应用实例3  简易电子琴/电子琴_Uv2.Bak","单片机课程设计/基于单片机的跳舞机器人/跳舞机器人.c","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"单片机课程设计/基于单片机的简易电子琴/应用实例3  简易电子琴/电子琴.opt.bak","单片机课程设计/电子琴程序/应用实例3  简易电子琴/电子琴.opt.bak","1015","AF1DB54C318BF1D5C8264DC6E2175FB5FEF68571C8B14B152DFDB93E2AEE6646"
"单片机课程设计/基于单片机的简易电子琴/应用实例3  简易电子琴/电子琴.Uv2.bak","单片机课程设计/电子琴程序/应用实例3  简易电子琴/电子琴.Uv2.bak","2145","4F78346CD4172B5E76E15C95E926D6FCBF23D45DB4DEC653DADB2CBCD1DBE93F"
"单片机课程设计/基于单片机的简易电子琴/应用实例3  简易电子琴/STARTUP.A51","单片机课程设计3/里程表/程序/STARTUP.A51","6376","0298D03E409C9ECB60DA335AEC3D7A3EEE98762C3EFD9DD12EAB7612C7104011"
"单片机课程设计/基于单片机的简易电子琴/应用实例3  简易电子琴/STARTUP.LST","单片机课程设计/电子琴程序/应用实例3  简易电子琴/STARTUP.LST","14048","EE825E7DC6EB3FEE5CBA341E5B4E5C0131C65379B5692CCF086B5EB53850C719"
"单片机课程设计/基于单片机的简易电子琴/应用实例3  简易电子琴/STARTUP.OBJ","单片机课程设计/电子琴程序/应用实例3  简易电子琴/STARTUP.OBJ","749","2C81148F36B941800FFD2D194166D2AD12C0F2A77C307546E7DF9E7AB352A9DA"
"单片机课程设计/基于单片机的煤气火灾检测报警系统设计/3-视频讲解/最小系统介绍.txt","单片机课程设计/交通灯完美附件/3-视频讲解/最小系统介绍.txt","121","230FDC5EEB1458AF3F763CF70C63F9328489CA4FD80DDE653BB5E5C154475B73"
"单片机课程设计/基于单片机的智能热水器控制系统设计资料/03、讲解/最小系统介绍.txt","单片机课程设计/交通灯完美附件/3-视频讲解/最小系统介绍.txt","121","230FDC5EEB1458AF3F763CF70C63F9328489CA4FD80DDE653BB5E5C154475B73"
